time code operation
20150105 000001.XSHE buy
20150106 000001.XSHE buy
20150106 000016.XSHE buy
20150106 000001.XSHE sell
20150107 000016.XSHE buy
20150107 000001.XSHE sell
20150107 000016.XSHE sell
20150108 000016.XSHE buy
20150108 000016.XSHE sell
20150109 000001.XSHE buy
20150109 000016.XSHE sell
20150112 000001.XSHE buy
20150112 000001.XSHE sell
20150113 000001.XSHE buy
20150113 000001.XSHE sell
20150114 000001.XSHE buy
20150114 000001.XSHE sell
20150116 000001.XSHE buy
20150116 000001.XSHE sell
20150120 000001.XSHE buy
20150120 000001.XSHE sell
20150121 000001.XSHE buy
20150121 000016.XSHE buy
20150121 000001.XSHE sell
20150122 000001.XSHE buy
20150122 000016.XSHE buy
20150122 000001.XSHE sell
20150122 000016.XSHE sell
20150123 000016.XSHE buy
20150123 000016.XSHE sell
20150123 000001.XSHE sell
20150126 000016.XSHE buy
20150126 000001.XSHE sell
20150126 000016.XSHE sell
20150127 000001.XSHE buy
20150127 000016.XSHE buy
20150127 000016.XSHE sell
20150128 000001.XSHE buy
20150128 000016.XSHE buy
20150128 000001.XSHE sell
20150128 000016.XSHE sell
20150129 000001.XSHE buy
20150129 000016.XSHE buy
20150129 000016.XSHE sell
20150129 000001.XSHE sell
20150130 000001.XSHE buy
20150130 000016.XSHE buy
20150130 000001.XSHE sell
20150130 000016.XSHE sell
20150202 000001.XSHE buy
20150202 000016.XSHE buy
20150202 000016.XSHE sell
20150202 000001.XSHE sell
20150203 000016.XSHE buy
20150203 000001.XSHE sell
20150203 000016.XSHE sell
20150204 000016.XSHE buy
20150204 000016.XSHE sell
20150205 000001.XSHE buy
20150205 000016.XSHE buy
20150205 000016.XSHE sell
20150206 000001.XSHE buy
20150206 000016.XSHE buy
20150206 000001.XSHE sell
20150206 000016.XSHE sell
20150209 000001.XSHE buy
20150209 000016.XSHE buy
20150209 000016.XSHE sell
20150209 000001.XSHE sell
20150210 000016.XSHE buy
20150210 000001.XSHE sell
20150210 000016.XSHE sell
20150211 000016.XSHE buy
20150211 000016.XSHE sell
20150212 000016.XSHE buy
20150212 000016.XSHE sell
20150213 000001.XSHE buy
20150213 000016.XSHE buy
20150213 000016.XSHE sell
20150216 000001.XSHE buy
20150216 000016.XSHE buy
20150216 000001.XSHE sell
20150216 000016.XSHE sell
20150217 000001.XSHE buy
20150217 000016.XSHE buy
20150217 000016.XSHE sell
20150217 000001.XSHE sell
20150225 000016.XSHE buy
20150225 000016.XSHE sell
20150226 000016.XSHE buy
20150226 000016.XSHE sell
20150227 000001.XSHE buy
20150227 000016.XSHE buy
20150227 000001.XSHE sell
20150227 000016.XSHE sell
20150302 000001.XSHE buy
20150302 000016.XSHE buy
20150302 000016.XSHE sell
20150302 000001.XSHE sell
20150303 000016.XSHE buy
20150303 000016.XSHE sell
20150304 000001.XSHE buy
20150304 000016.XSHE buy
20150304 000001.XSHE sell
20150304 000016.XSHE sell
20150305 000001.XSHE buy
20150305 000001.XSHE sell
20150306 000001.XSHE buy
20150306 000016.XSHE buy
20150306 000016.XSHE sell
20150306 000001.XSHE sell
20150309 000016.XSHE buy
20150309 000016.XSHE sell
20150310 000001.XSHE buy
20150310 000016.XSHE buy
20150310 000001.XSHE sell
20150310 000016.XSHE sell
20150311 000001.XSHE buy
20150311 000016.XSHE buy
20150311 000016.XSHE sell
20150311 000001.XSHE sell
20150312 000001.XSHE buy
20150312 000001.XSHE sell
20150313 000001.XSHE buy
20150313 000001.XSHE sell
20150316 000001.XSHE buy
20150316 000001.XSHE sell
20150317 000001.XSHE buy
20150317 000016.XSHE buy
20150317 000016.XSHE sell
20150317 000001.XSHE sell
20150318 000001.XSHE buy
20150318 000016.XSHE buy
20150318 000001.XSHE sell
20150318 000016.XSHE sell
20150319 000001.XSHE buy
20150319 000016.XSHE buy
20150319 000016.XSHE sell
20150319 000001.XSHE sell
20150320 000001.XSHE buy
20150320 000016.XSHE buy
20150320 000001.XSHE sell
20150320 000016.XSHE sell
20150323 000001.XSHE buy
20150323 000016.XSHE buy
20150323 000016.XSHE sell
20150323 000001.XSHE sell
20150324 000001.XSHE buy
20150324 000001.XSHE sell
20150325 000016.XSHE sell
20150326 000001.XSHE sell
20150330 000016.XSHE buy
20150331 000001.XSHE buy
20150331 000016.XSHE sell
20150401 000001.XSHE buy
20150401 000001.XSHE sell
20150402 000001.XSHE buy
20150402 000016.XSHE buy
20150402 000001.XSHE sell
20150403 000001.XSHE buy
20150403 000016.XSHE buy
20150403 000001.XSHE sell
20150403 000016.XSHE sell
20150407 000001.XSHE buy
20150407 000016.XSHE buy
20150407 000016.XSHE sell
20150407 000001.XSHE sell
20150408 000001.XSHE buy
20150408 000016.XSHE buy
20150408 000001.XSHE sell
20150408 000016.XSHE sell
20150409 000001.XSHE buy
20150409 000016.XSHE buy
20150409 000016.XSHE sell
20150409 000001.XSHE sell
20150410 000001.XSHE buy
20150410 000016.XSHE buy
20150410 000001.XSHE sell
20150410 000016.XSHE sell
20150413 000016.XSHE buy
20150413 000016.XSHE sell
20150414 000001.XSHE buy
20150414 000016.XSHE buy
20150414 000001.XSHE sell
20150414 000016.XSHE sell
20150415 000001.XSHE buy
20150415 000016.XSHE buy
20150415 000016.XSHE sell
20150415 000001.XSHE sell
20150416 000016.XSHE buy
20150416 000016.XSHE sell
20150417 000016.XSHE buy
